cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,LOCATION,coordinate,lat,lon
120,924,대구광역시 달서구 호림동 12-5,한식,제주신물회,053-588-9705,10:00 ~ 22:00,100석(룸6),100대,없음,기타 (이태리어),가능,불가능,불가능,가능,"제주물회 13,000원 
제주특물회 16,000원 
해삼물회 20,000원 
자연산물회 22,000원 
전복물회 22,000원 
회덮밥 13,000원 
자연산 세꼬시 80,000원 ~ 120,000원
","제주신물회는 물회, 회 전문점입니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 1.6km",버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.,달서구,"[35.8377976, 128.490166]",35.8377976,128.490166
121,923,대구광역시 달서구 감삼동 56-15,한식,서남시장 김주연 왕족발,053-561-6933,09:00 ~ 23:00,64석-2F,공영주차장,없음,기타 (이태리어),가능,불가능,불가능,불가능,"왕족발 2-3인분 25,000원
왕족발 3-4인분 30,000원
왕족발 4-5인분 35,000원","이곳은 25년간 왕족발 한가지만을 판매하고 있습니다.
국내산 생육만을 사용하여 만드는 것이 이곳 맛의 비결이라고 합니다.",지하철 2호선 감삼역 1번 출구 약 430m,버스정류장은 `서남시장앞` 정류장이 가장 가깝습니다.,달서구,"[35.8548942, 128.5457251]",35.8548942,128.5457251
122,922,대구광역시 달서구 도원동 934-2 3층,양식,두남자의그릴,053-635-3292,12:00 ~ 23:00(평일 16:30~23:00),100석(룸1),40대,blog.naver.com/twogrill,영어 기타 (이태리어),가능,불가능,불가능,가능,"바닷가재 구이(치즈,버터) 39,000원 
바닷가재 찜 39,000원 
바닷가재 회 세트 78,000원 
바닷가재점보사이즈통구이 120,000원
",두남자의 그릴 시즌2는 바닷가재 전문점으로 다양한 요리의 바닷가재를 맛볼 수 있습니다.,주변에 지하철이 없습니다.,버스정류장은 `월광수변공원` 정류장이 가장 가깝습니다.,달서구,"[35.798582, 128.5495107]",35.798582,128.5495107
123,921,대구광역시 달서구 호림동 11-11,한식,달마루 숯불갈비,053-592-9595,11:00 ~ 22:00,230석(룸7),12대,없음,영어 일본어 기타 (이태리어),,가능,불가능,가능,"갈비살(120g) 20,000원 
육회(200g) 22,000원 
달마루돼지갈비(200g) 8,000원 
생삼겹살(130g) 8,000원 
돌솥밥정식 10,000원 
육회비빔밥 8,000원 
돌솥비빔밥 6,000원 
영양알밥 7,000원 
냉면 6,000원",달마루 숯불갈비는 돼지갈비 전문점입니다.,"주변에 지하철 이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구로 약 1.69km",버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.,달서구,"[35.8387081, 128.4898926]",35.8387081,128.4898926
124,920,대구광역시 달서구 호산동 711-8번지,한식,다금정,053-586-3366,09:30 ~ 21:30,140석(룸10),30대,없음,영어 일본어 기타 (이태리어),가능,불가능,불가능,가능,"일품장어 39,000원 
복분자장어 43,000원 
전복장어 48,000원 
송이장어 48,000원 
다금상 30,000원 
다복상 40,000원 
화목상 50,000원 
다금정스페셜 80,000원 
점심특선 한상차림(영양돌솥밥) 12,000원
",다금정은 금감장어&amp;퓨전한정식 전문점 입니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.64km",버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.,달서구,"[35.8399817, 128.4890016]",35.8399817,128.4890016
125,919,대구광역시 달서구 호림동 10-16,한식,금강산,053-593-6655,09:30 ~ 21:30,76석(룸8),15대,없음,기타 (이태리어),가능,불가능,불가능,가능,"금강산 22,000원 
수라상 33,000원 
다복상 40,000원 
행복상 50,000원 
흑태찜 35,000원 ~ 
궁중갈비찜 35,000원 ~ 
동인갈비찜 35,000원 ~ 
아구찜 35,000원 ~
","금강산은 흑태찜, 코다리찜, 아구찜, 갈비찜등 찜한정식 전문점입니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.58km",버스정류장은 `모다아울렛앞 ` 정류장이 가장 가깝습니다.,달서구,"[35.8393621, 128.4897627]",35.8393621,128.4897627
126,910,대구광역시 달서구 본동 927-10,중식,길용성 중화요리,053-568-5454,평일 09:00 ~ 24:00 / 일요일 10:00 ~ 22:00,132석(룸6),18대,없음,영어 일본어 중국어 &lt;BR&gt;기타 (이태리어),가능,불가능,불가능,가능,"코스요리 30,000원 ~ 120,000원 
짜장면 5,000원 
해물간짜장 8,000원 
쟁반짜장 10,000원 
짬뽕 5,000원 
해물짬뽕 8,000원 
야끼우동 8,000원 
볶음밥 6,500원 
중화비빔밥 8,000원 
탕수육 10,000원 ~ 30,000원 
불탕수육 20,000원 ~ 30,000원 
전가복 50,000원 ~ 70,000원","맛과 친절함, 합리적인 가격으로 오랜동안 사랑받고 있는 달서구 맛집.
구. 손아김아손짜장이 [ 길용성 ]으로 변경 되었습니다.",주변에 지하철이 없습니다.,버스정류장은 `월성주공5단지앞 `정류장이 가장 가깝습니다.,달서구,"[35.8325343, 128.5370969]",35.8325343,128.5370969
127,909,대구광역시 달서구 성당1동 277-18,한식,영래식당(영래칼국수),053-653-7933,11:00 ~ 20:00,60석(룸1),주차불가,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"칼국수 5,000원 
떡국 5,000원 
냉칼국수 5,000원 
잔치국수 5,000원 
암뽕 8,000원 
찐만두 4,000원 
메밀전병 4,000원
",영래식당(칼국수)은 50년째 대를 이어 운영하는 칼국수 전문점입니다.,지하철 1호선 성당못역 1번 출구 약 600m,버스정류장은 `삼호아파트건너` 정류장이 가장 가깝습니다.,달서구,"[35.8683656, 128.6361981]",35.8683656,128.6361981
128,871,대구광역시 달서구 송현동 1930-24,중식,해동성,053-625-2929,11:00 ~ 21:00,85석(룸2),20대,없음,기타 (이태리어),가능,불가능,불가능,가능,"짜장면 5,500원 
짬뽕 7,000원 
우동 7,000원 
야끼우동 8,500원 
삼선짬뽕 8,500원 
해물짬뽕 9,500원 
탕수육 (大) 26,000원 
전가복 39,000원
","해동성은 짬뽕과 대구 10미 야끼우동을 맛볼 수 있는 중화요리 전문점입니다.
",지하철 1호선 송현역 1번출구에서 약 150m,"버스 정류장은 `송현역 1번출구`가 가장 가깝습니다.
",달서구,"[35.829564, 128.5501481]",35.829564,128.5501481
129,858,대구광역시 달서구 진천동 790-1,한식,별난복어,053-639-4600,10:00 ~ 24:00,128석(룸5),20대,없음,영어 기타 (이태리어),가능,가능,불가능,가능,"양념복어불고기 11,000원 
야채복어불고기 12,000원 
복어탕/지리 9,000원 
밀복어탕/지리 14,000원  
복어수육 (大) 35,000원 (中) 30,000원 
밀복어수육 55,000원 
2인세트 33,000~70,000 
3인세트 60,000~100,000 
4인세트 95,000~120,000","별난복어는 대구 10미 복어불고기를 판매하는 곳으로 다양한 양념복어불고기, 야채복어불고기를 맛보실 수 있는 복어 요리 전문점입니다.",가장 가까운 지하철은 1호선 대곡역과 1호선 진천역이 있습니다.,가장 가까운 버스 정류장은 ` 유천치안센터 앞 정류장` 혹은 `달서자동차검사소 건너 정류장` 입니다.,달서구,"[35.8105987, 128.516954]",35.8105987,128.516954
130,856,대구광역시 달서구 진천동 446-1,한식,성주막창,053-635-9268,12:00 ~ 04:00,290석,50대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"생막창(130g) 8,000원 
양념막창(150g) 8,500원 
소막창(130g) 9,000원 
생삼겹살(150g) 9,000원 
돼지생목살(150g) 9,000원 
소갈비살(100g) 10,000원 
곰장어(200g) 10,000원 
불닭발(180g) 8,000원 
곱창순대볶음 15,000원
","성주막창은 막창 전문점으로 막창, 삼겹살, 닭발, 곰장어 등 다양한 메뉴가 준비되어 있습니다.",주변에 지하철이 없습니다.,가장 가까운 버스 정류장은 ` 삼성래미안2차 건너 정류장` 혹은 `대진중고등학교 건너 정류장` 입니다.,달서구,"[35.8081632, 128.5223867]",35.8081632,128.5223867
131,820,대구광역시 달서구 본리동 1-8,한식,녹향구이,053-525-9233,16:00 ~ 03:00,110석(룸4),20대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"특생고기육회구이 스페샬 80,000원 
육회탕탕이 60,000원 
생고기(육회)떡갈비 Combo 60,000원 
생고기+육회 60,000원 
생고기 (大) 55,000원 (中) 45,000원 
육회 (大) 55,000원 (中) 45,000원 
한우고추장숯불구이 45,000원 
양지머리 45,000원 
오도레기 45,000원 
대창 45,000원 
특왕새우구이 45,000원 
소고기튀김 45,000원 
옛날불고기 (大) 55,000원 (中) 45,000원 
소고기전골/곱창전골 (大) 45,000원 (中) 40,000원 
흑태찜 (大) 55,000원 (中) 45,000원
나막스찜/아구찜 (大) 45,000원 (中) 40,000원 
왕새우찜 (大) 55,000원 (中) 45,000원",녹향구이는 본리동(와룡로)에 위치한 육회와 생고기 전문점입니다.,주변에 지하철이 없습니다.,"106, 202, 518, 202-1, 성서2, 달서4",달서구,"[35.8422767, 128.5364862]",35.8422767,128.5364862
132,765,대구광역시 달서구 송현동 1927-8,일식,길선횟집,053-628-2333,11:30 ~ 22:30,70석,10,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"[점심특선 오후 3시까지] 
회덮밥 8,000원 
물회 10,000원 
광어/우럭(2인) 55,000원 
광어/우럭(4인) 98,000원 
모듬회(2인) 50,000원 
모듬회(4인) 90,000원 
자연산도다리(2인) 75,000원",마늘이 듬뿍 들어간 향긋한 양념장에 싱싱하고 두툼한 회와 갖은 야채를 쓱쓱 비벼 먹는 회덮밥이 맛이 좋아 직장인들에게 인기입니다.,"1호선(송현), 1호선(월촌)","600, 649, 650, 726, 836, 달서2, 달성2, 606, 607",달서구,"[35.8276105, 128.5482542]",35.8276105,128.5482542
133,764,대구광역시 달서구 대곡동 844-1,한식,동이식당,053-643-7799,10:30 ~ 21:30,92석룸(3개),30대,없음,영어 기타 (이태리어),가능(전화 확인필),불가능,불가능,가능,"동이정식(2인이상) 6,000원","저렴한 금액으로 푸짐한 행복을 느낄 수 있는 동이식당은 좋은 식재료로 안동간고등어, 각종야채무침 등 15가지 풍성한 음식을 제공한다.",주변 지하철이 없습니다.,"버스정류장은 `대곡주공6단지앞` 정류장이 가장 가깝습니다.
(도보로 1.88km입니다.)",달서구,"[35.7933336, 128.5300171]",35.7933336,128.5300171
134,757,대구광역시 달서구 용산동 573-5,한식,정대감능이백숙연잎밥,053-588-0014,10:00 ~ 22:00,100(룸11),20대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"정식 8,000원 
연잎밥+차(2인이상) 18,000원 
정대감 점심특석 13,000원 
능이버섯토종닭백숙 50,000원 
능이버섯오리백숙 60,000원 
불고기정식 14,000원 

※ 5인이상 주문시 맞춤식사 가능(메뉴 마음대로)
","대구시지정 연근밥상 시범 운영업소로도 선정된 연잎밥 전문점이며 달서구지정 향토맛집입니다.
제철 산채와 함께 즐기는 연잎밥은 자연의 향긋함이 녹아 있는 건강한 보약 밥상입니다.",주변에 지하철이 없습니다.,버스 정류장은 `성곡중학교앞` 정류장이 가장 가깝습니다.,달서구,"[35.8602375, 128.5215201]",35.8602375,128.5215201
135,721,대구광역시 달서구 진천동 243-6번지,양식,봄날에돈까스,053-639-3315,11:00 ~ 22:00,18,없음,없음,기타 (이태리어),가능,불가능,불가능,불가능,"생등심돈까스 7,000원 
1.5배등심돈까스콤보 9,500원 
안심돈까스 8,500원 
매콤돈까스/치즈돈까스 각 8,900원 
치즈포테이토돈까스 9,500원 
뚝배기돈까스 7,500원 
판모밀 5,000원 
어묵우동 6,500원
","1등급 국내산 돼지고기(냉장육)만을 사용.
26가지 야채와 과일등으로 모든 소스를 직접 만드는 곳.",지하철 1호선 월배역 4번출구 도보 3분거리,버스 정류장은 `이마트월배점건너` 정류장이 가장 가깝습니다.,달서구,"[35.8147241, 128.5275343]",35.8147241,128.5275343
136,716,대구광역시 달서구 도원동 579-2,한식,호박터숯불촌,053-632-5335,10:00 ~ 12:00,152(룸2),25대,없음,기타 (이태리어),가능,가능,불가능,가능,"왕갈비(200g) 7,500원 
생삼겹(130g) 7,500원 
호박터양념고기(200g) 4,800원 
소갈비살(100g) 7,000원 
차돌박이(100g) 5,000원 
식사류 있음.
","대구시 지정 친절음식점으로 김치, 게장, 고추장아찌 등을 직접 담궈서 판매도 하는 곳.",주변에 지하철이 없습니다.,"356, 604, 653, 649, 706, 달서1, 달서3",달서구,"[35.8077431, 128.548318]",35.8077431,128.548318
137,709,대구광역시 달서구 월성동 1256,한식,수가성 신월성직영점,053-527-9400,10:00 ~ 22:00,80석(룸2),25,없음,기타 (이태리어),가능,불가능,불가능,가능,"해물 순두부 8,000원 
섞어 순두부 8,000원 
조개 순두부 8,000원 
굴 순두부 8,000원 
버섯 순두부 8,000원 
소고기 순두부 8,000원 
돼지고기 순두부 8,000원 
곱창 순두부 8,000원 
만두 순두부 8,000원 
두부보쌈 (소)20,000원 (대) 26,000원 
촌두부 8,000원
",두부보쌈은 김처럼 얇은 두부피가 특이하며 두부피에 고기 야채무침 각종 채소등 두부에 싸서 드실수 있습니다.,주변에 지하철이 없습니다.,버스 정류장은 `월성자이앞` 정류장이 가장 가깝습니다.,달서구,"[35.822723, 128.5267838]",35.822723,128.5267838
138,708,대구광역시 달서구 용산동 611-5,한식,거너실흑태찜,053-556-3838,11:00 ~ 23:00,150(룸7),40,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"[찜] 
흑태찜 37,000원 / 48,000원/ 59,000원 
코다리찜 30,000원(2인) ~ 50,000원(4인) 
동인동갈비찜 35,000원(2인) ~ 55,000원(4인) 

[정식] 
코다리찜정식 9,000원 
흑태찜정식 13,000원
 한정식 8,000원
","흑태찜은 술안주로도 제격이며, 그 외 해물찜, 코다리찜, 가오리찜 등 다양한 찜 요리를 맛볼 수 있습니다.",지하철 2호선 용산역 1번출구 도보 10분,"202번, 202-1번  성서3번",달서구,"[35.8535301, 128.5237392]",35.8535301,128.5237392
139,686,대구광역시 달서구 도원동 1023,한식,참한우소갈비집,053-632-4937,10:00 ~ 22;00,180(룸4),40,없음,기타 (이태리어),가능,불가능,불가능,가능,"한우소갈비(130g) 19,000원 
한우국밥 8,000원 
한우육국수 8,000원 
냉면 6,000원 
부추전 7,000원 
촌두부 7,000원
","순우리 한우만을 취급하는 한우 전문점이다.
참숯불을 사용해 석쇠에 구어내어 육질이 부드럽고 맛이 고소.",주변에 지하철이 없습니다.,356번,달서구,"[35.79570289999999, 128.5493637]",35.79570289999999,128.5493637
140,679,대구광역시 달서구 도원동 1076번지,한식,할매묵집,053-632-8994,10:00 ~ 21:00,40석,20대,없음,기타 (이태리어),가능,불가능,불가능,가능,"메밀묵채 6,000원 
닭도리탕 40,000원 
정구지찌짐 6,000원 
촌두부김치 6,000원 
",[할매묵집]은 2대째 50년 이상 전통의 수밭골에서 가장 오래된 음식점으로 메밀 묵채 전문점입니다.,주변에 지하철이 없습니다.,356번(월광수변공원 종점),달서구,"[35.797213, 128.5480984]",35.797213,128.5480984
141,644,대구광역시 달서구 유천동 380번지,한식,온달왕냉면,053-634-8855,11:00 ~ 22:00,60(룸3),10,없음,기타 (이태리어),,불가능,불가능,불가능,"회냉면 8,000원 
물냉면 6,500원 
비빔냉면 6,500원 
왕만두 5,000원 
소갈비찜 25,000원 ~ 35,000원
","사계절 냉면과 칼국수를 드실 수 있는 곳입니다.
교통이 편리하고 넓어 단체모임에 좋습니다.",지하철 1호선 대곡역 4번출구,"달서1, 성서1-1, 성서1, 달성1, 달성2",달서구,"[35.8116919, 128.5148786]",35.8116919,128.5148786
142,640,대구광역시 달서구 상인동 573-2,한식,내향,053-636-0015,10:00 ~ 22:00,150,30대,없음,기타 (이태리어),가능,불가능,불가능,가능,"[한정식] 
내향상 15,000원 
수라상A 20,000원 
수라상B 25,000 
태평상 30,000원 
군자상 40,000원 
내향스페셜 50,000원
",달서구에 위치한 한정식 전문점.,지하철 1호선 상인역 4번출구,"649, 604, 653, 706, 726, 356, 618, 618, 618, 650",달서구,"[35.8158276, 128.5394366]",35.8158276,128.5394366
143,622,대구광역시 달서구 진천동 825-20,한식,해수전복,053-644-8087,10:00 ~ 22:00,38(룸5),2대,없음,기타 (이태리어),가능,불가능,불가능,가능,"전복회 60,000원 ~ 13,000원 
해수전가복(전복찜) 70,000원 ~ 140,000원
전복구이 90,000원 ~ 16,000원 
전복무침회 60,000원 ~ 130,000원 
전복죽 16,000원 
전복곰탕 21,000원 
전복육개장 21,000원 
전복물회 27,000원 
전복갈비탕 27,000원 
송이전복죽 22,000원","`해수전복`은 전복 요리 전문점으로 전복찜, 전복구이, 전가복 등 다양한 전복 요리를 만나실 수 있습니다.","지하철 1호선 월배역 3번 출구에서 약 894m이며, 도보로 약 13분 거리.",버스 정류장은 `대곡주공5단지건너` 정류장이 가장 가깝습니다.,달서구,"[35.8101381, 128.532853]",35.8101381,128.532853
144,621,대구광역시 달서구 신당동 682-2,한식,뉴부천식당,053-593-9500,10:00 ~ 22:00,150석(룸4),40대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"한우갈비살(110g) 25,000원 
버섯생불고기/한방불고기(1인) 15,000원 
영양누룽지탕 정식(1인) 13,000원 
부천한정식(1인) 10,000원
","계명문화대학 옆에 위치한 부천식당은 한우숯불구이 전문점으로, 무엇보다도 주인장의 친절함이 돋보이는 곳입니다.
맛있는 음식과 함께 도심 속 자연의 여유를 만끽하고 싶을때 적극 추천하고 싶은 집.",가장 가까운 지하철역은 계명대역입니다.,"305, 402(좌), 405, 509(좌)영대(조영동)",달서구,"[35.862519, 128.4910799]",35.862519,128.4910799
145,599,대구광역시 달서구 송현동 186-10,중식,가야성,053-654-0545,10:00 ~ 21:00,70석(룸2),10대,없음,기타 (이태리어),가능,불가능,불가능,불가능,"짬뽕 7,000원 
탕수육 (소) 20,000원 (대) 29,000원 
볶음밥 7,000원

","대구를 대표하는 짬뽕집으로 달서구에서 유명한 곳.
사람들이 워낙 많이 찾아 바뻐서 배달은 하지 않으며 보통 줄을 서서 기다렸다가 먹는 집.",지하철 1호선 송현역 1번출구와 4번출구 사이 골목길 왼쪽.,"600, 618, 618, 618, 649, 650, 726, 836, 604, 609",달서구,"[35.8314694, 128.5513312]",35.8314694,128.5513312
146,595,대구광역시 달서구 이곡동 1202-4,한식,꿀꿀이통돼지왕소금구이,053-584-7001,11:00 ~ 24:00,152,2시간무료,없음,기타 (이태리어),가능,불가능,불가능,가능,"통돼지(200g) 9,500원 
갈매기살 (200g) 9,500원 
항정살 (200g) 9,500원
","두툼한 두께의 돼지고기가 먹고 싶을 때 찾으면 좋은 곳.
농장직송에 무공해 채소 직접재배 하는 곳이어서 야채를 듬뿍 담아 줍니다.",지하철 2호선 성서공단역 1번출구 약 700m,버스 정류장은 `보성화성타운건너` 정류장이 가장 가깝습니다.,달서구,"[35.8546065, 128.5034511]",35.8546065,128.5034511
147,593,대구광역시 달서구 감삼동 187-18,한식,성림식당,053-555-4255,09:00 ~ 21:00,80석,5대,없음,기타 (이태리어),가능,불가능,불가능,불가능,"옻닭 (한마리) 30,000원 
옻닭 (반마리) 15,000원 
콩나물 볶음밥 3,000원
","성림식당은 옻닭전문점으로 1979년 개업하여 옻닭 한가지 메뉴로 3대에 걸쳐 현재까지 30여년 동안 영업을 해오고 있으며, 옻닭 육수는 몸에 좋은 7가지 한방재료를 함께 넣어 전통적인 재래방식으로 오랜시간 닭과 함께 육수를 우려 내어 구수하고 진한 국물맛이 특징이며, 집에서 손수 담은 토속적인 짱아찌와 김치류의 밑반찬 맛 또한 일품입니다.",지하철 2호선 죽전역 3번 출구 약 660m,버스 정류장은 `대구광역시교육연수원앞 ` 정류장이 가장 가깝습니다.,달서구,"[35.8483941, 128.5414958]",35.8483941,128.5414958
148,590,대구광역시 달서구 진천동 490-35,한식,가야산생오리,053-637-5295,11:00 ~ 23:00,156,13,없음,기타 (이태리어),가능,불가능,불가능,가능,"생오리(반마리) 22,000원 
생오리(한마리) 38,000원 
양념 생오리(반 마리) 25,000원 
양념 생오리(한마리) 40,000원
","양이 많고 1.2kg이 정량인 곳
생부추가 푸짐하고 야채는 무한 리필 가능한 곳",지하철 1호선 진천역 3번 출구 약 500m,버스 정류장은 `진천청구타운건너` 정류장이 가장 가깝습니다.,달서구,"[35.8125921, 128.5253458]",35.8125921,128.5253458
149,544,대구광역시 달서구 호림동 13-7,중식,촉향원,053-588-2111,11:00 ~ 23:00,100(룸10),공용주차장(무료),없음,중국어 &lt;BR&gt;기타 (이태리어),가능,불가능,불가능,가능,"마라훠궈탕(1인분) 19,000원 
북경오리 80,000원 
사천탕수육 28,000원 
사천짬뽕 7,000원
","정통 중국요리 전문업소로서 전종업원은중국인을 채용하고 있으며, 샤브샤브정식, 양꼬지 북경오리요리, 사천요리 등 평소 잘 접해보지 못하는 특별한 정통 중국요리를 맛볼 수 있습니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.9km",버스 정류장은 `모다아울렛` 정류장이 가장 가깝습니다.,달서구,"[35.8370494, 128.4897407]",35.8370494,128.4897407
150,543,대구광역시 달서구 호산동 718,일식,오사카,053-592-2277,10:00 ~ 00:00,120석(룸18),20대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"모듬회 60,000원 ~ 80,000원 
스페셜모듬회 80,000원 ~ 120,000원 
참치회 120,000원 
세꼬시 60,000원 ~ 90,000원 
참돔 100,000원 
도다리 120,000원 
감성돔 120,000원 
줄돔 150,000원 
이시가리 150,000원 

[점심메뉴] 
회정식 25,000원 
초밥정식 15,000원 
회덮밥 10,000원 
물회 13,000원 
대구탕/우럭탕 15,000원 
전복탕 20,000원 
돈까스 10,000원
",매일 들어오는 싱싱한 감과 깨끗하고 조용한 시설이 좋은 성서산업단지에 위치하고 있는 자연산 활어 전문점 입니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.3km",버스 정류장은 `삼성물류센터앞` 정류장이 가장 가깝습니다.,달서구,"[35.8418367, 128.4907598]",35.8418367,128.4907598
151,542,대구광역시 달서구 호산동 708-6,한식,하얀집,053-587-8900,10:00 ~ 22:00,142석(룸5),20대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"낙지볶음 13,000원
찜갈비 12,000원
언양불고기 13,000원","식사와함께 식물원을 연상케하는 환상적인 실내 조경을 함께 감상할 수 있으며, 서울의 맛집인 무교동낙지, 대구의 맛집인 찜갈비, 부산의 맛집인 언양불고기를 한집에서 맛 볼 수 있습니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.4km",버스 정류장은 `삼성물류센터앞` 정류장이 가장 가깝습니다.,달서구,"[35.8429622, 128.4877358]",35.8429622,128.4877358
152,540,대구광역시 달서구 본리동 380-3,한식,우희경검은콩밥상수제비,053-558-3001,10:00 ~ 22:00,130석(룸3),15,없음,영어 기타 (이태리어),가능,가능,불가능,가능,"검은콩밥상(1인기준) 10,000원 
보쌈정식(1인기준) 13,000원 
검은콩들깨수제비(2인기준) 6,000원 
검은콩 왕만두 6,000원 
검은콩돈까스 8,000원(어린이메뉴) 
더덕구이정식 13,000원 
연잎밥정식 15,000원",남녀노소 누구나 부담없이 즐길수 있는 우리 고유의 전통음식을 현대인의 입맛에 맞게 몸에 좋은 재료로만 엄선하여 만든 웰빙블랙푸드를 맛볼수 있습니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 죽전역 2번 출구 약 1.2km",버스 정류장은 `본리치안센터건너` 정류장이 가장 가깝습니다.,달서구,"[35.8414341, 128.536465]",35.8414341,128.536465
153,536,대구광역시 달서구 대곡동 1023,한식,남강장어(본점),053-633-4040,11:00 - 22:30,130(객실7),40,없음,영어 일본어 기타 (이태리어),가능,불가능,불가능,가능,"민물 장어구이 (1인) 35,000원 (1kg) 135,000원
장어탕 9,000원
장어죽 10,000원
점심특선 장어더덕정식 30,000원","대구에서 가장 오래된 민물장어전문점으로 생산자로부터 직접 공급받은 장어에 이집만의 독특한 양념과 비법, 최상의 재료와 정성으로 장어를 구어 내어 많은 사람들에게 입소문이 나있는 업소입니다.","주변에 지하철이 없습니다.
가장 가까운 지하철은 1호선 대곡역 3번 출구 약 1km",버스 정류장은 `대진중고등학교건너` 정류장이 가장 가깝습니다.,달서구,"[35.8071035, 128.5210829]",35.8071035,128.5210829
154,532,대구광역시 달서구 호림동 11-7,한식,명품참가자미,053-585-1239,11:30 ~ 24:00,72(룸9),30대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"참가자미회 45,000원 ~ 65,000원 
노란가자미회(도다리회) 55,000원 ~ 75,000원 
이시가리회 시세 
참가자미구이 15,000원 

[ 점심메뉴 ] 
참가자미 물회 13,000원 
생우럭탕 15,000원 
참가자미회정식(2인이상) 15,000원 
참가자미 회덮밥 12,000원","100% 자연산 국내산 참가자미회 전문점.
100% 룸으로 구성되어 독립된 공간에서 식사 .","주변에 지하철이 없습니다.
가장 가까운 지하철은 2호선 계명대역 3번 출구 약 1.7km",버스 정류장은 `모다아울렛앞` 정류장이 가장 가깝습니다.,달서구,"[35.8388656, 128.4897287]",35.8388656,128.4897287
155,530,대구광역시 달서구 도원동 936,한식,듬북칼국수,053-634-0563,11:00 ~ 21:00,92(룸1),30대,없음,기타 (이태리어),가능,불가능,불가능,가능,"듬북세트A(3~4인분) 38,000원 
듬북세트B(3~4인분) 40,000원 
듬북2인세트 20,000원 
들깨메밀칼국수 7,000원 
양푼이보리밥(2인분이상) 7,000원 
칼국수/얼큰칼국수 6,000원 
찹쌀수제비 7,000원 
가오리무침 20,000원
","부산기장 다시마와 동해안 멸치 등 각종 신선한 재료로 우려낸 육수와 쫀득한 면발의 칼국수, 찹쌀가루 반죽으로 직접 빚은 수제비, 고령 축산에서 직접 가져온 돼지고기를 한약재로 삶아낸 담백하고 쫄깃한 수육, 사계절 내내 매콤달콤 시원한 동치미국수(냉면), 비빔국수(냉면)가 있습니다.",주변에 지하철이 없습니다.,버스 정류장은 `월광수변공원` 정류장이 가장 가깝습니다.,달서구,"[35.7990378, 128.5497628]",35.7990378,128.5497628
156,526,대구광역시 달서구 본동 772-1,한식,연화정삼계탕(본점),053-526-8380,10:00 ~ 22:00,200석(객실3),30대,없음,영어 기타 (이태리어),가능,불가능,불가능,가능,"황제탕 25,000원 
산전탕 22,000원 
버전탕 21,000원 
산삼배양근삼계탕 17,000원
 전복삼계탕 19,000원 
상황버섯삼계탕 16,000원 
굴국밥 7,000원 
전복삼계탕 연화정 삼계탕 13,000원
",삼계탕에 쓰이는 닭은 사료로 키토산을 먹여 기른 부화한지 45~50일된 토종닭을 사용하는 등 엄선된 재료와 노하우로 정성을 가득 담은 삼계탕의 진정한 맛을 느끼실 수 있습니다.,"주변에 지하철이 없습니다.
가장 가까운 지하철은 1호선 성당못역 1번 출구 약 1.6km",버스 정류장은 `성서농협남부지소` 정류장이 가장 가깝습니다.,달서구,"[35.8369072, 128.5403817]",35.8369072,128.5403817
